Index,City,State,Population Density (Persons/Square Mile),2016 Population,Area,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",OtherCity,OtherState,County,Zip,Country,Source
325,"San Marcos"," California",3909,95261,24,33.170778,-117.158674,1,place,,,,,"San Marcos",CA,"San Diego County",92069,US,"TIGER/Line® dataset from the US Census Bureau"
326,Portsmouth," Virginia",2831,95252,34,36.811498,-76.367715,1,place,,,,,Portsmouth,VA,"Portsmouth City",23701,US,"TIGER/Line® dataset from the US Census Bureau"
327,"New Bedford"," Massachusetts",4752,95032,20,41.633416,-70.951045,1,place,,,,,"New Bedford",MA,"Bristol County",02740,US,"TIGER/Line® dataset from the US Census Bureau"
328,Yuma," Arizona",789,94906,120,32.701461,-114.657232,1,place,,,,,Yuma,AZ,"Yuma County",85364,US,"TIGER/Line® dataset from the US Census Bureau"
329,Lawton," Oklahoma",1168,94653,81,34.557945,-98.290973,1,place,,,,,Lawton,OK,"Comanche County",73501,US,"TIGER/Line® dataset from the US Census Bureau"
330,Roswell," Georgia",2323,94598,41,34.055198,-84.370475,1,place,,,,,Roswell,GA,"Fulton County",30075,US,"TIGER/Line® dataset from the US Census Bureau"
331,Dearborn," Michigan",3899,94444,24,42.310037,-83.177625,1,place,,,,,Dearborn,MI,"Wayne County",48120,US,"TIGER/Line® dataset from the US Census Bureau"
332,Livonia," Michigan",2634,94041,36,42.369351,-83.371753,1,place,,,,,Livonia,MI,"Wayne County",48150,US,"TIGER/Line® dataset from the US Census Bureau"
333,Yakima," Washington",3458,93986,27,46.722625,-120.406039,1,place,,,,,Yakima,WA,"Yakima County",98901,US,"TIGER/Line® dataset from the US Census Bureau"
334,Sunrise," Florida",5179,93734,18,26.151416,-80.226211,0.8,place,,,,,Sunrise,FL,"Broward County",33313,US,"TIGER/Line® dataset from the US Census Bureau"
335,Hesperia," California",1282,93724,73,34.839964,-115.967051,1,place,,,,,Hesperia,CA,"San Bernardino County",92340,US,"TIGER/Line® dataset from the US Census Bureau"
336,Quincy," Massachusetts",5654,93688,17,42.241799,-71.006042,1,place,,,,,Quincy,MA,"Norfolk County",02169,US,"TIGER/Line® dataset from the US Census Bureau"
337,Longmont," Colorado",3546,92858,26,40.164837,-105.103179,1,place,,,,,Longmont,CO,"Boulder County",80501,US,"TIGER/Line® dataset from the US Census Bureau"
338,Carson," California",4957,92797,19,33.813317,-118.261154,1,place,,,,,Carson,CA,"Los Angeles County",90745,US,"TIGER/Line® dataset from the US Census Bureau"
339,Plantation," Florida",4264,92706,22,26.148252,-80.20782,1,place,,,,,Plantation,FL,"Broward County",33313,US,"TIGER/Line® dataset from the US Census Bureau"
340,Lynn," Massachusetts",8631,92697,11,42.461246,-70.946743,1,place,,,,,Lynn,MA,"Essex County",01901,US,"TIGER/Line® dataset from the US Census Bureau"
341,"Santa Monica"," California",10996,92478,8,34.013666,-118.49375,1,place,,,,,"Santa Monica",CA,"Los Angeles County",90401,US,"TIGER/Line® dataset from the US Census Bureau"
342,"Santa Barbara"," California",4722,91930,19,34.421897,-119.707135,1,place,,,,,"Santa Barbara",CA,"Santa Barbara County",93101,US,"TIGER/Line® dataset from the US Census Bureau"
343,"Miami Beach"," Florida",12047,91917,8,25.851854,-80.138726,1,place,,,,,"Miami Beach",FL,"Miami-Dade County",33141,US,"TIGER/Line® dataset from the US Census Bureau"
344,Redding," California",1539,91808,60,40.600342,-122.455016,1,place,,,,,Redding,CA,"Shasta County",96001,US,"TIGER/Line® dataset from the US Census Bureau"
345,Chico," California",2782,91567,33,39.746159,-121.840083,1,place,,,,,Chico,CA,"Butte County",95926,US,"TIGER/Line® dataset from the US Census Bureau"
346,Westminster," California",9111,91565,10,33.75245,-117.993904,1,place,,,,,Westminster,CA,"Orange County",92683,US,"TIGER/Line® dataset from the US Census Bureau"
347,Greenville," North Carolina",2644,91495,35,35.580444,-77.392609,1,place,,,,,Greenville,NC,"Pitt County",27833,US,"TIGER/Line® dataset from the US Census Bureau"
348,Nampa," Idaho",2930,91382,31,43.595567,-116.61063,1,place,,,,,Nampa,ID,"Canyon County",83651,US,"TIGER/Line® dataset from the US Census Bureau"
349,Edmond," Oklahoma",1077,91191,85,35.674777,-97.499681,1,place,,,,,Edmond,OK,"Oklahoma County",73003,US,"TIGER/Line® dataset from the US Census Bureau"
350,Bend," Oregon",2760,91122,33,44.082037,-121.227125,1,place,,,,,Bend,OR,"Deschutes County",97701,US,"TIGER/Line® dataset from the US Census Bureau"
351,Carmel," Indiana",1919,91065,47,39.962604,-86.174761,1,place,,,,,Carmel,IN,"Hamilton County",46032,US,"TIGER/Line® dataset from the US Census Bureau"
352,"San Leandro"," California",6781,90465,13,37.715629,-122.158621,1,place,,,,,"San Leandro",CA,"Alameda County",94577,US,"TIGER/Line® dataset from the US Census Bureau"
353,Fishers," Indiana",2683,90127,34,39.95559,-86.01387,1,place,,,,,Fishers,IN,"Hamilton County",46038,US,"TIGER/Line® dataset from the US Census Bureau"
354,Deltona," Florida",2401,90124,38,28.900274,-81.245074,1,place,,,,,Deltona,FL,"Volusia County",32725,US,"TIGER/Line® dataset from the US Census Bureau"
355,Concord," North Carolina",1491,89891,60,35.371633,-80.562141,1,place,,,,,Concord,NC,"Cabarrus County",28025,US,"TIGER/Line® dataset from the US Census Bureau"
356,Tracy," California",4058,89274,22,37.737191,-121.433384,1,place,,,,,Tracy,CA,"San Joaquin County",95376,US,"TIGER/Line® dataset from the US Census Bureau"
357,Suffolk," Virginia",223,89273,400,36.874916,-76.553061,1,place,,,,,Suffolk,VA,"Suffolk City",23432,US,"TIGER/Line® dataset from the US Census Bureau"
358,Asheville," North Carolina",1984,89121,45,35.602711,-82.567281,1,place,,,,,Asheville,NC,"Buncombe County",28801,US,"TIGER/Line® dataset from the US Census Bureau"
359,Livermore," California",3541,89115,25,37.526661,-121.583391,1,place,,,,,Livermore,CA,"Alameda County",94550,US,"TIGER/Line® dataset from the US Census Bureau"
360,Newton," Massachusetts",4991,89045,18,42.35341,-71.187882,1,place,,,,,Newton,MA,"Middlesex County",02458,US,"TIGER/Line® dataset from the US Census Bureau"
361,"Fall River"," Massachusetts",2684,88930,33,41.726343,-71.120746,1,place,,,,,"Fall River",MA,"Bristol County",02720,US,"TIGER/Line® dataset from the US Census Bureau"
362,Menifee," California",1905,88531,46,33.658592,-117.173618,1,place,,,,,Menifee,CA,"Riverside County",92584,US,"TIGER/Line® dataset from the US Census Bureau"
363,Indio," California",3032,88488,29,33.710984,-116.204844,1,place,,,,,Indio,CA,"Riverside County",92201,US,"TIGER/Line® dataset from the US Census Bureau"
364,Norwalk," Connecticut",3869,88438,23,41.126146,-73.442423,1,place,,,,,Norwalk,CT,"Western Connecticut Planning Region",06850,US,"TIGER/Line® dataset from the US Census Bureau"
365,Waukegan," Illinois",3725,88182,24,42.352097,-87.867656,1,place,,,,,Waukegan,IL,"Lake County",60085,US,"TIGER/Line® dataset from the US Census Bureau"
366,"Sugar Land"," Texas",2723,88177,32,29.620312,-95.605693,1,place,,,,,"Sugar Land",TX,"Fort Bend County",77478,US,"TIGER/Line® dataset from the US Census Bureau"
367,"Fort Smith"," Arkansas",1422,88133,62,35.366188,-94.416458,1,place,,,,,"Fort Smith",AR,"Sebastian County",72901,US,"TIGER/Line® dataset from the US Census Bureau"
368,Hawthorne," California",14479,88031,6,33.914775,-118.348083,1,place,,,,,Hawthorne,CA,"Los Angeles County",90250,US,"TIGER/Line® dataset from the US Census Bureau"
369,Nashua," New Hampshire",2849,87882,31,42.741295,-71.458793,1,place,,,,,Nashua,NH,"Hillsborough County",03060,US,"TIGER/Line® dataset from the US Census Bureau"
370,Chino," California",2961,87776,30,33.953755,-117.639209,1,place,,,,,Chino,CA,"San Bernardino County",91708,US,"TIGER/Line® dataset from the US Census Bureau"
371,Kirkland," Washington",8128,87701,11,47.673263,-122.187029,1,place,,,,,Kirkland,WA,"King County",98033,US,"TIGER/Line® dataset from the US Census Bureau"
372,Edinburg," Texas",2329,87650,38,26.280689,-98.183295,1,place,,,,,Edinburg,TX,"Hidalgo County",78539,US,"TIGER/Line® dataset from the US Census Bureau"
373,Reading," Pennsylvania",8864,87575,10,40.357242,-75.940153,1,place,,,,,Reading,PA,"Berks County",19601,US,"TIGER/Line® dataset from the US Census Bureau"
374,Bellingham," Washington",3234,87574,27,48.754401,-122.478836,1,place,,,,,Bellingham,WA,"Whatcom County",98225,US,"TIGER/Line® dataset from the US Census Bureau"
375,"Citrus Heights"," California",6144,87432,14,38.689802,-121.26736,1,place,,,,,"Citrus Heights",CA,"Sacramento County",95610,US,"TIGER/Line® dataset from the US Census Bureau"
376,Whittier," California",5931,86883,15,34.004311,-118.0441,1,place,,,,,Whittier,CA,"Los Angeles County",90601,US,"TIGER/Line® dataset from the US Census Bureau"
377,Ogden," Utah",3200,86701,27,41.221328,-111.957685,1,place,,,,,Ogden,UT,"Weber County",84401,US,"TIGER/Line® dataset from the US Census Bureau"
378,"Newport Beach"," California",3642,86688,24,33.640302,-117.769442,1,place,,,,,"Newport Beach",CA,"Orange County",92658,US,"TIGER/Line® dataset from the US Census Bureau"
379,Champaign," Illinois",3863,86637,22,40.10789,-88.244266,1,place,,,,,Champaign,IL,"Champaign County",61820,US,"TIGER/Line® dataset from the US Census Bureau"
380,Duluth," Minnesota",1273,86293,68,47.005566,-92.001934,1,place,,,,,Duluth,MN,"St. Louis County",55801,US,"TIGER/Line® dataset from the US Census Bureau"
381,O'Fallon," Missouri",2956,86274,29,38.823944,-90.742745,1,place,,,,,O'fallon,MO,"St. Charles County",63366,US,"TIGER/Line® dataset from the US Census Bureau"
382,Clifton," New Jersey",7624,85845,11,40.877949,-74.141237,1,place,,,,,Clifton,NJ,"Passaic County",07011,US,"TIGER/Line® dataset from the US Census Bureau"
383,Alhambra," California",11202,85474,8,34.090728,-118.127527,1,place,,,,,Alhambra,CA,"Los Angeles County",91801,US,"TIGER/Line® dataset from the US Census Bureau"
384,Bloomington," Minnesota",2460,85319,35,43.86663,-93.05103,0.75,place,,,,,"Blooming Prairie",MN,"Steele County",55917,US,"TIGER/Line® dataset from the US Census Bureau"
385,"Palm Coast"," Florida",947,85109,90,29.466085,-81.282815,1,place,,,,,"Palm Coast",FL,"Flagler County",32135,US,"TIGER/Line® dataset from the US Census Bureau"
386,Danbury," Connecticut",2029,84992,42,41.376242,-73.471416,1,place,,,,,Danbury,CT,"Western Connecticut Planning Region",06810,US,"TIGER/Line® dataset from the US Census Bureau"
387,Hoover," Alabama",1802,84978,47,33.405387,-86.811378,0.9,place,,,,,Hoover,AL,"Jefferson County",35236,US,"TIGER/Line® dataset from the US Census Bureau"
388,"Redwood City"," California",4374,84950,19,37.462158,-122.235639,1,place,,,,,"Redwood City",CA,"San Mateo County",94061,US,"TIGER/Line® dataset from the US Census Bureau"
389,Bloomington," Indiana",3647,84465,23,39.07881,-86.435094,1,place,,,,,Bloomington,IN,"Monroe County",47401,US,"TIGER/Line® dataset from the US Census Bureau"
390,Hemet," California",3026,84281,28,33.667301,-116.963506,1,place,,,,,Hemet,CA,"Riverside County",92543,US,"TIGER/Line® dataset from the US Census Bureau"
391,"Mount Pleasant"," South Carolina",1867,84170,45,32.847273,-79.820563,1,place,,,,,"Mount Pleasant",SC,"Charleston County",29464,US,"TIGER/Line® dataset from the US Census Bureau"
392,Trenton," New Jersey",10988,84056,8,40.280531,-74.712018,1,place,,,,,Trenton,NJ,"Mercer County",08603,US,"TIGER/Line® dataset from the US Census Bureau"
393,"Santa Fe"," New Mexico",1824,83875,46,35.697473,-105.982146,1,place,,,,,"Santa Fe",NM,"Santa Fe County",87501,US,"TIGER/Line® dataset from the US Census Bureau"
394,"Johns Creek"," Georgia",2729,83873,31,34.033005,-84.210238,0.9,place,,,,,"John's Creek",GA,"Fulton County",30022,US,"TIGER/Line® dataset from the US Census Bureau"
395,Fayetteville," Arkansas",1557,83826,54,35.974602,-94.190997,1,place,,,,,Fayetteville,AR,"Washington County",72701,US,"TIGER/Line® dataset from the US Census Bureau"
396,Troy," Michigan",2499,83641,33,42.555985,-83.119206,1,place,,,,,Troy,MI,"Oakland County",48083,US,"TIGER/Line® dataset from the US Census Bureau"
397,Mission," Texas",2458,83563,34,26.228735,-98.376167,1,place,,,,,Mission,TX,"Hidalgo County",78572,US,"TIGER/Line® dataset from the US Census Bureau"
398,Bryan," Texas",1875,83260,44,30.639285,-96.362454,1,place,,,,,Bryan,TX,"Brazos County",77801,US,"TIGER/Line® dataset from the US Census Bureau"
399,"Lake Forest"," California",4671,83240,18,33.64079,-117.693074,1,place,,,,,"Lake Forest",CA,"Orange County",92630,US,"TIGER/Line® dataset from the US Census Bureau"
400,"Buena Park"," California",7905,83156,11,33.846302,-118.012225,1,place,,,,,"Buena Park",CA,"Orange County",90620,US,"TIGER/Line® dataset from the US Census Bureau"
401,Largo," Florida",4714,83065,18,27.916998,-82.802668,1,place,,,,,Largo,FL,"Pinellas County",33770,US,"TIGER/Line® dataset from the US Census Bureau"
402,Cicero," Illinois",14162,82992,6,41.838036,-87.75987,1,place,,,,,Cicero,IL,"Cook County",60804,US,"TIGER/Line® dataset from the US Census Bureau"
403,Avondale," Arizona",1818,82881,46,33.4356,-112.3496,1,place,,,,,Avondale,AZ,"Maricopa County",85323,US,"TIGER/Line® dataset from the US Census Bureau"
404,"Sioux City"," Iowa",1445,82872,57,42.494745,-96.399356,1,place,,,,,"Sioux City",IA,"Woodbury County",51101,US,"TIGER/Line® dataset from the US Census Bureau"
405,Merced," California",3542,82594,23,37.345785,-120.42415,1,place,,,,,Merced,CA,"Merced County",95340,US,"TIGER/Line® dataset from the US Census Bureau"
406,"St. George"," Utah",1169,82318,70,37.185679,-113.609837,1,place,,,,,"Saint George",UT,"Washington County",84770,US,"TIGER/Line® dataset from the US Census Bureau"
407,Conroe," Texas",1561,82286,53,30.307375,-95.438548,1,place,,,,,Conroe,TX,"Montgomery County",77301,US,"TIGER/Line® dataset from the US Census Bureau"
408,Pleasanton," California",3412,82270,24,37.646081,-121.862128,1,place,,,,,Pleasanton,CA,"Alameda County",94566,US,"TIGER/Line® dataset from the US Census Bureau"
409,Longview," Texas",1473,82055,56,32.517846,-94.730285,1,place,,,,,Longview,TX,"Gregg County",75601,US,"TIGER/Line® dataset from the US Census Bureau"
410,Medford," Oregon",3173,81636,26,42.265974,-122.900832,1,place,,,,,Medford,OR,"Jackson County",97501,US,"TIGER/Line® dataset from the US Census Bureau"
411,Warwick," Rhode Island",2328,81579,35,41.70247,-71.47902,1,place,,,,,Warwick,RI,"Kent County",02886,US,"TIGER/Line® dataset from the US Census Bureau"
412,Westland," Michigan",3993,81545,20,42.333901,-83.384209,1,place,,,,,Westland,MI,"Wayne County",48185,US,"TIGER/Line® dataset from the US Census Bureau"
413,Somerville," Massachusetts",19738,81322,4,42.38092,-71.098896,1,place,,,,,Somerville,MA,"Middlesex County",02143,US,"TIGER/Line® dataset from the US Census Bureau"
414,Melbourne," Florida",2398,81185,34,28.079357,-80.623618,1,place,,,,,Melbourne,FL,"Brevard County",32901,US,"TIGER/Line® dataset from the US Census Bureau"
415,Lakewood," California",8623,81138,9,33.845624,-118.14645,1,place,,,,,Lakewood,CA,"Los Angeles County",90712,US,"TIGER/Line® dataset from the US Census Bureau"
416,"Farmington Hills"," Michigan",2438,81129,33,42.505138,-83.407233,1,place,,,,,Farmington,MI,"Oakland County",48331,US,"TIGER/Line® dataset from the US Census Bureau"
417,Cranston," Rhode Island",2859,81034,28,41.7917,-71.435251,1,place,,,,,Cranston,RI,"Providence County",02910,US,"TIGER/Line® dataset from the US Census Bureau"
418,Kennewick," Washington",2988,80454,27,46.212306,-119.155671,1,place,,,,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
419,"Mountain View"," California",6704,80447,12,37.189396,-121.705327,1,place,,,,,"Mountain View",CA,"Santa Clara County",94039,US,"TIGER/Line® dataset from the US Census Bureau"
420,Napa," California",4508,80416,18,38.442011,-122.23832,1,place,,,,,Napa,CA,"Napa County",94558,US,"TIGER/Line® dataset from the US Census Bureau"
421,Tustin," California",7256,80395,11,33.73401,-117.819157,1,place,,,,,Tustin,CA,"Orange County",92780,US,"TIGER/Line® dataset from the US Census Bureau"
422,Lynchburg," Virginia",1633,80212,49,37.359607,-79.141653,1,place,,,,,Lynchburg,VA,"Campbell County",24501,US,"TIGER/Line® dataset from the US Census Bureau"
423,Lawrence," Massachusetts",11574,80209,7,42.70734,-71.161052,1,place,,,,,Lawrence,MA,"Essex County",01840,US,"TIGER/Line® dataset from the US Census Bureau"
424,"Deerfield Beach"," Florida",5286,79764,15,26.311102,-80.09787,1,place,,,,,"Deerfield Beach",FL,"Broward County",33441,US,"TIGER/Line® dataset from the US Census Bureau"
425,"Brooklyn Park"," Minnesota",3057,79707,26,45.110251,-93.346842,0.9,place,,,,,"Brooklyn Park",MN,"Hennepin County",55443,US,"TIGER/Line® dataset from the US Census Bureau"
426,"New Rochelle"," New York",7687,79557,10,40.91757,-73.784858,1,place,,,,,"New Rochelle",NY,"Westchester County",10801,US,"TIGER/Line® dataset from the US Census Bureau"
427,Parma," Ohio",3967,79425,20,41.404774,-81.722909,0.9,place,,,,,Parma,OH,"Cuyahoga County",44129,US,"TIGER/Line® dataset from the US Census Bureau"
428,Alameda," California",7437,78906,11,37.770563,-122.264779,1,place,,,,,Alameda,CA,"Alameda County",94501,US,"TIGER/Line® dataset from the US Census Bureau"
429,"Chino Hills"," California",1764,78822,45,33.9938,-117.75888,1,place,,,,,"Chino Hills",CA,"San Bernardino County",91709,US,"TIGER/Line® dataset from the US Census Bureau"
430,Springdale," Arkansas",1879,78557,42,36.16722,-94.240112,1,place,,,,,Springdale,AR,"Washington County",72762,US,"TIGER/Line® dataset from the US Census Bureau"
431,Bloomington," Illinois",2866,78005,27,40.476771,-88.992995,1,place,,,,,Bloomington,IL,"McLean County",61701,US,"TIGER/Line® dataset from the US Census Bureau"
432,Bellflower," California",12711,77790,6,33.888014,-118.12965,1,place,,,,,Bellflower,CA,"Los Angeles County",90706,US,"TIGER/Line® dataset from the US Census Bureau"
433,Racine," Wisconsin",5011,77571,15,42.727153,-87.675979,1,place,,,,,Racine,WI,"Racine County",53401,US,"TIGER/Line® dataset from the US Census Bureau"
434,Milpitas," California",5705,77528,14,37.436454,-121.861989,1,place,,,,,Milpitas,CA,"Santa Clara County",95035,US,"TIGER/Line® dataset from the US Census Bureau"
435,Auburn," Washington",2616,77472,30,47.309496,-122.264469,1,place,,,,,Auburn,WA,"King County",98001,US,"TIGER/Line® dataset from the US Census Bureau"
436,Pharr," Texas",3301,77320,23,26.1948,-98.18362,1,place,,,,,Pharr,TX,"Hidalgo County",78577,US,"TIGER/Line® dataset from the US Census Bureau"
437,Scranton," Pennsylvania",3054,77291,25,41.410079,-75.666784,1,place,,,,,Scranton,PA,"Lackawanna County",18503,US,"TIGER/Line® dataset from the US Census Bureau"
438,Folsom," California",3520,77271,22,38.666597,-121.141636,1,place,,,,,Folsom,CA,"Sacramento County",95630,US,"TIGER/Line® dataset from the US Census Bureau"
439,Goodyear," Arizona",403,77258,191,33.373698,-112.410262,1,place,,,,,Goodyear,AZ,"Maricopa County",85338,US,"TIGER/Line® dataset from the US Census Bureau"
440,Plymouth," Minnesota",2363,77216,33,45.010519,-93.455509,0.9,place,,,,,Plymouth,MN,"Hennepin County",55441,US,"TIGER/Line® dataset from the US Census Bureau"
441,"Fort Myers"," Florida",1931,77146,40,26.621074,-81.878139,1,place,,,,,"Fort Myers",FL,"Lee County",33901,US,"TIGER/Line® dataset from the US Census Bureau"
442,Hammond," Indiana",3386,77134,23,41.691701,-87.510921,1,place,,,,,Hammond,IN,"Lake County",46320,US,"TIGER/Line® dataset from the US Census Bureau"
443,Manteca," California",4338,76908,18,37.807297,-121.177601,1,place,,,,,Manteca,CA,"San Joaquin County",95336,US,"TIGER/Line® dataset from the US Census Bureau"
444,Loveland," Colorado",2289,76897,34,40.364469,-105.179966,1,place,,,,,Loveland,CO,"Larimer County",80537,US,"TIGER/Line® dataset from the US Census Bureau"
445,"Lake Charles"," Louisiana",1827,76848,42,30.233355,-93.214903,1,place,,,,,"Lake Charles",LA,"Calcasieu Parish",70601,US,"TIGER/Line® dataset from the US Census Bureau"
446,Upland," California",4909,76684,16,34.141146,-117.655583,1,place,,,,,Upland,CA,"San Bernardino County",91784,US,"TIGER/Line® dataset from the US Census Bureau"
447,"St. Joseph"," Missouri",1738,76472,44,39.765442,-94.844432,1,place,,,,,"Saint Joseph",MO,"Buchanan County",64501,US,"TIGER/Line® dataset from the US Census Bureau"
448,"Baldwin Park"," California",11533,76464,7,34.08529,-117.9609,1,place,,,,,"Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau"
449,Gary," Indiana",1532,76424,50,41.599336,-87.336338,1,place,,,,,Gary,IN,"Lake County",46402,US,"TIGER/Line® dataset from the US Census Bureau"
450,Perris," California",2432,76331,31,33.787292,-117.320674,1,place,,,,,Perris,CA,"Riverside County",92570,US,"TIGER/Line® dataset from the US Census Bureau"
451,Baytown," Texas",2144,75992,35,29.733283,-94.994123,1,place,,,,,Baytown,TX,"Harris County",77520,US,"TIGER/Line® dataset from the US Census Bureau"
452,Kalamazoo," Michigan",3079,75984,25,42.264543,-85.561545,1,place,,,,,Kalamazoo,MI,"Kalamazoo County",49001,US,"TIGER/Line® dataset from the US Census Bureau"
453,Layton," Utah",3439,75655,22,41.088889,-111.92614,1,place,,,,,Layton,UT,"Davis County",84040,US,"TIGER/Line® dataset from the US Census Bureau"
454,"San Ramon"," California",4188,75639,18,37.768556,-121.975531,1,place,,,,,"San Ramon",CA,"Contra Costa County",94583,US,"TIGER/Line® dataset from the US Census Bureau"
455,"Boynton Beach"," Florida",4673,75569,16,26.645895,-80.430269,1,place,,,,,"Boynton Beach",FL,"Palm Beach County",33424,US,"TIGER/Line® dataset from the US Census Bureau"
456,Wyoming," Michigan",3067,75567,25,42.897707,-85.692805,0.9,place,,,,,Wyoming,MI,"Kent County",49509,US,"TIGER/Line® dataset from the US Census Bureau"
457,Gastonia," North Carolina",1496,75536,51,35.284018,-81.189693,1,place,,,,,Gastonia,NC,"Gaston County",28051,US,"TIGER/Line® dataset from the US Census Bureau"
458,"Arlington Heights"," Illinois",4547,75525,17,42.11278,-87.979542,1,place,,,,,"Arlington Heights",IL,"Cook County",60004,US,"TIGER/Line® dataset from the US Census Bureau"
459,"Union City"," California",3869,75322,19,37.59577,-122.01913,1,place,,,,,"Union City",CA,"Alameda County",94587,US,"TIGER/Line® dataset from the US Census Bureau"
460,Bethlehem," Pennsylvania",3942,75293,19,40.58883,-75.351958,1,place,,,,,Bethlehem,PA,"Northampton County",18015,US,"TIGER/Line® dataset from the US Census Bureau"
461,Evanston," Illinois",9627,74895,8,42.049148,-87.702155,1,place,,,,,Evanston,IL,"Cook County",60201,US,"TIGER/Line® dataset from the US Census Bureau"
462,Jonesboro," Arkansas",938,74889,80,35.835847,-90.623071,1,place,,,,,Jonesboro,AR,"Craighead County",72401,US,"TIGER/Line® dataset from the US Census Bureau"
463,Franklin," Tennessee",1814,74794,41,35.890746,-86.965691,1,place,,,,,Franklin,TN,"Williamson County",37064,US,"TIGER/Line® dataset from the US Census Bureau"
464,"Missouri City"," Texas",2624,74561,28,29.529062,-95.530597,1,place,,,,,"Missouri City",TX,"Fort Bend County",77459,US,"TIGER/Line® dataset from the US Census Bureau"
465,Bolingbrook," Illinois",3098,74518,24,41.7006,-88.075006,1,place,,,,,Bolingbrook,IL,"Will County",60440,US,"TIGER/Line® dataset from the US Census Bureau"
466,Schaumburg," Illinois",3873,74446,19,42.051556,-88.055522,1,place,,,,,Schaumburg,IL,"Cook County",60173,US,"TIGER/Line® dataset from the US Census Bureau"
467,Camden," New Jersey",8343,74420,9,39.80237,-74.938259,1,place,,,,,Camden,NJ,"Camden County",08101,US,"TIGER/Line® dataset from the US Census Bureau"
468,"Iowa City"," Iowa",2975,74398,25,41.634209,-91.49905,1,place,,,,,"Iowa City",IA,"Johnson County",52240,US,"TIGER/Line® dataset from the US Census Bureau"
469,"Warner Robins"," Georgia",2121,74388,35,32.580403,-83.653003,1,place,,,,,"Warner Robins",GA,"Houston County",31088,US,"TIGER/Line® dataset from the US Census Bureau"
470,Appleton," Wisconsin",3057,74370,24,44.275702,-88.370856,1,place,,,,,Appleton,WI,"Outagamie County",54911,US,"TIGER/Line® dataset from the US Census Bureau"
471,"Rapid City"," South Dakota",1336,74048,55,44.145868,-103.206866,1,place,,,,,"Rapid City",SD,"Meade County",57701,US,"TIGER/Line® dataset from the US Census Bureau"
472,"New Braunfels"," Texas",1686,73959,44,29.696878,-98.070726,1,place,,,,,"New Braunfels",TX,"Guadalupe County",78130,US,"TIGER/Line® dataset from the US Census Bureau"
473,Albany," Georgia",1339,73801,55,31.560674,-84.176751,1,place,,,,,Albany,GA,"Dougherty County",31701,US,"TIGER/Line® dataset from the US Census Bureau"
474,Temple," Texas",1067,73600,69,31.068306,-97.3047,1,place,,,,,Temple,TX,"Bell County",76501,US,"TIGER/Line® dataset from the US Census Bureau"
475,"Flower Mound"," Texas",1777,73547,41,33.026795,-97.119331,1,place,,,,,"Flower Mound",TX,"Denton County",75022,US,"TIGER/Line® dataset from the US Census Bureau"
476,"Rochester Hills"," Michigan",2237,73422,33,42.726216,-83.156629,1,place,,,,,Rochester,MI,"Oakland County",48306,US,"TIGER/Line® dataset from the US Census Bureau"
477,Southfield," Michigan",2783,73100,26,42.496949,-83.291078,1,place,,,,,Southfield,MI,"Oakland County",48034,US,"TIGER/Line® dataset from the US Census Bureau"
478,"Rock Hill"," South Carolina",2042,72937,36,34.909109,-81.052437,1,place,,,,,"Rock Hill",SC,"York County",29730,US,"TIGER/Line® dataset from the US Census Bureau"
479,Turlock," California",4300,72796,17,37.474396,-120.875918,1,place,,,,,Turlock,CA,"Stanislaus County",95380,US,"TIGER/Line® dataset from the US Census Bureau"
480,Decatur," Illinois",1722,72706,42,39.839477,-88.946486,1,place,,,,,Decatur,IL,"Macon County",62521,US,"TIGER/Line® dataset from the US Census Bureau"
481,"New Britain"," Connecticut",5419,72558,13,41.666049,-72.778391,1,place,,,,,"New Britain",CT,"Capitol Planning Region",06050,US,"TIGER/Line® dataset from the US Census Bureau"
482,"Apple Valley"," California",991,72553,73,34.571446,-117.133076,1,place,,,,,"Apple Valley",CA,"San Bernardino County",92307,US,"TIGER/Line® dataset from the US Census Bureau"
483,Bismarck," North Dakota",2348,72417,31,46.816035,-100.700296,1,place,,,,,Bismarck,ND,"Burleigh County",58501,US,"TIGER/Line® dataset from the US Census Bureau"
484,Missoula," Montana",2630,72364,28,46.856398,-114.014338,1,place,,,,,Missoula,MT,"Missoula County",59801,US,"TIGER/Line® dataset from the US Census Bureau"
485,Waukesha," Wisconsin",2917,72363,25,43.022155,-88.204676,1,place,,,,,Waukesha,WI,"Waukesha County",53186,US,"TIGER/Line® dataset from the US Census Bureau"
486,"Rancho Cordova"," California",2158,72326,34,38.604269,-121.280328,1,place,,,,,"Rancho Cordova",CA,"Sacramento County",95670,US,"TIGER/Line® dataset from the US Census Bureau"
487,Gulfport," Mississippi",1297,72076,56,30.382966,-89.102426,1,place,,,,,Gulfport,MS,"Harrison County",39501,US,"TIGER/Line® dataset from the US Census Bureau"
488,Lafayette," Indiana",2588,71782,28,40.417778,-86.889633,1,place,,,,,Lafayette,IN,"Tippecanoe County",47901,US,"TIGER/Line® dataset from the US Census Bureau"
489,Lauderhill," Florida",8397,71626,9,26.140364,-80.213381,0.8,place,,,,,Lauderhill,FL,"Broward County",33313,US,"TIGER/Line® dataset from the US Census Bureau"
